label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,PSB0042_WS_blank_0,PSB0042_WS_blank_1,PSB0042_WS_blank_2,PSB0042_WS_blank_3,PSB0042_WS_blank_4,PSB0042_WS_blank_5,PSB0042_WS_blank_6,PSB0042_WS_S01_HPLMax_R1,PSB0042_WS_S02_HPLMax_R2,PSB0042_WS_S03_HPLMax_R3,PSB0042_WS_S04_HPLMax_R4,PSB0042_WS_S05_HPLMax_R5,PSB0042_WS_S06_HPLMaxLowGlc_R1,PSB0042_WS_S07_HPLMaxLowGlc_R2,PSB0042_WS_S08_HPLMaxLowGlc_R3,PSB0042_WS_S09_HPLMaxLowGlc_R4,PSB0042_WS_S10_HPLMaxLowGlc_R5,PSB0042_WS_S11_KD_R1,PSB0042_WS_S12_KD_R2,PSB0042_WS_S13_KD_R3,PSB0042_WS_S14_KD_R4,PSB0042_WS_S15_KD_R5,PSB0042_WS_S16_KDHighGlc_R1,PSB0042_WS_S17_KDHighGlc_R2,PSB0042_WS_S18_KDHighGlc_R3,PSB0042_WS_S19_KDHighGlc_R4,PSB0042_WS_S20_KDHighGlc_R5
,297,297,17,241.081329,6.745,0.852451,[M-H]-,,Thymidine (1),C00214,C10H14N2O5,5.405,6.898902,241.081329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326949.56,206240.80,29093.53,108840.29,368605.88,340593.91,297682.91,265306.91,188586.56,298466.56,448912.25,352955.66,324985.47,343237.62,353417.22,367303.94,275475.19,79512.25,199763.61,240492.05
,298,298,6,239.018173,5.890,0.833220,[M-H]-,,L-Cystine (1),C00491,C6H12N2O4S2,0.610,6.703187,239.018173,34183.51,2549.21,1928.51,0.00,3933.19,0.00,0.00,6321.62,46081.52,2236.05,0.00,31564.58,17686.34,21406.57,17582.36,2558.63,207823.77,6885.94,20224.50,126087.08,53052.27,127539.21,67843.84,195727.28,63926.01,149841.69,181917.33
,299,299,3,239.019745,6.212,0.755626,[M-H]-,,L-Cystine (1),C00491,C6H12N2O4S2,0.288,13.278695,239.019745,23488.07,9475.31,16825.69,17066.91,12863.45,17530.83,22347.30,477510.69,25170.45,22981.22,22129.72,41338.97,25252.11,21886.69,15831.88,15234.99,20947.00,23279.68,29687.21,37873.29,26208.01,28495.62,13284.69,15062.18,4492.83,16447.49,50031.30
g,300,300,14,239.016418,8.078,0.820866,[M-H]-,,L-Cystine (1),C00491,C6H12N2O4S2,1.578,0.638399,239.016418,0.00,0.00,0.00,0.00,14104.28,13125.48,0.00,249800.47,627763.69,95648.95,1276441.25,319398.72,346272.41,749763.88,539919.88,677770.00,645844.75,184796.83,838075.62,1677120.38,865240.19,946174.75,440939.34,254533.97,616990.44,1247737.25,621163.25
,301,301,12,230.138184,2.054,0.780917,[M-H]-,,Butanoyl-Carnitine (1),C02862,C11H21NO4,2.746,6.961738,230.138184,0.00,5417.06,0.00,5623.29,3798.17,3438.06,16383.37,140319.80,144455.70,463657.84,330460.22,674246.31,225059.20,285710.91,653457.56,694856.94,753801.62,314730.69,660852.12,342270.66,429284.75,1073229.50,421780.84,316926.25,347231.12,652780.06,584893.31
,302,302,3,230.139557,3.219,0.750186,[M-H]-,,Butanoyl-Carnitine (1),C02862,C11H21NO4,1.581,0.994534,230.139557,0.00,0.00,0.00,0.00,0.00,5468.19,0.00,37032.30,27760.41,17758.90,12310.56,55361.94,27427.34,48709.24,27005.66,71318.36,85588.55,30800.27,27545.88,27925.22,22566.17,35727.73,16708.87,16630.27,21060.29,28260.35,75645.00
,303,303,14,229.012024,1.995,0.838919,[M-H]-,,Ribulose-5-Phosphate (1),C00199,C5H11O8P,-1.000,0.599659,229.012024,0.00,0.00,0.00,0.00,0.00,3464.93,0.00,1572640.62,1719073.38,1680765.75,2690543.75,1931095.00,1072774.75,1824352.88,1957627.12,2216489.00,1908102.50,1292323.38,1816326.88,1894412.62,2187264.50,1692719.62,1891283.88,1524295.88,2580390.50,1718290.75,1932215.25
,304,304,24,229.011063,6.647,0.846207,[M-H]-,,Ribulose-5-Phosphate (1),C00199,C5H11O8P,-1.000,3.597956,229.011063,593529.56,21117.29,194924.06,259749.42,302164.78,253500.52,244523.66,10467245.00,8273399.00,5286499.00,7897494.00,10082512.00,9891572.00,9528261.00,7624979.50,8173417.00,7718364.00,9535348.00,7225066.00,8049921.50,8266117.00,7524415.00,8311360.50,7627726.50,6885960.50,7855121.50,6828891.50
,305,305,7,228.044479,1.664,0.853134,[M-H]-,,IS_Lamivudine (1),IS_Lamivudine,C8H11N3O3S,0.064,1.538961,228.044479,4825.43,0.00,58704.83,44064.18,53037.65,61400.06,0.00,3044719.25,2542665.50,2435665.75,2657160.00,2853565.00,2387116.25,2714334.50,2413650.25,2659737.00,2010992.75,2819534.00,2514453.50,2912992.00,4065365.50,2202275.00,1985386.88,2803842.00,1701098.38,3049698.75,2558369.50
,306,306,12,227.066910,4.977,0.843702,[M-H]-,,dUridine (1),C00526,C9H12N2O5,3.477,1.948782,227.066910,29109.63,15138.95,78661.34,211400.56,184098.58,498489.44,153049.75,47166.84,58084.46,435693.75,460463.91,681472.44,62969.99,573518.69,411690.97,727143.94,941613.69,76405.54,236737.08,201442.64,266027.22,472063.66,60828.67,100552.55,551582.69,707338.81,439412.09
,307,307,10,227.064651,8.427,0.843817,[M-H]-,,dUridine (1),C00526,C9H12N2O5,6.927,11.894293,227.064651,0.00,0.00,0.00,13483.25,0.00,0.00,0.00,382912.44,188379.84,0.00,41846.21,1221206.50,268373.84,126603.27,223583.05,118129.48,157479.00,671612.94,480142.38,390178.69,511599.81,567498.25,148921.02,264522.34,54987.95,272641.22,422827.62
,308,308,8,223.073059,1.982,0.842023,[M-H]-,,3-Hydroxykynurenine (1),C02794,C10H12N2O4,-1.000,2.804517,223.073059,7445.74,10884.26,26852.27,17679.84,13509.25,14550.62,71368.73,6466.57,82152.42,551685.88,689218.00,121373.59,83714.77,227744.72,2511834.00,513396.56,409194.72,3507.45,7482.26,254861.98,10891.13,560320.19,10192.40,3207.79,5789.77,390027.38,0.00
,309,309,9,221.057877,1.939,0.847295,[M-H]-,,L-Cystathionine (1),C00542,C7H14N2O4S,4.461,10.284801,221.057877,0.00,6378.16,0.00,0.00,3127.44,5275.10,12629.62,0.00,25004.79,650437.25,613990.25,408195.53,12088.48,248203.08,657144.88,449478.25,60094.27,0.00,10158.63,213504.47,9518.48,183632.23,0.00,7041.84,5428.14,352863.81,8205.73
g,310,310,16,221.059692,8.073,0.815101,[M-H]-,,L-Cystathionine (1),C00542,C7H14N2O4S,1.673,2.070765,221.059692,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351234.38,403754.00,13504.22,197467.34,164923.70,280425.72,685788.56,569370.75,467037.06,506993.72,424290.25,532323.56,548552.31,447594.34,575441.69,764930.38,358777.34,321304.50,634168.56,438350.72
,311,311,4,218.103012,5.018,0.840763,[M-H]-,,Pantothenic acid (1),C00864,C9H17NO5,0.318,1.749032,218.103012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55455.16,117151.62,139033.78,129765.16,0.00,100623.42,87812.36,161458.50,288024.59,36398.36,28864.18,106509.58,0.00,203626.30,28215.01,0.00,0.00,96155.34,63335.35
g,312,312,20,218.103027,5.606,0.847774,[M-H]-,,Pantothenic acid (1),C00864,C9H17NO5,0.906,1.679070,218.103027,0.00,0.00,0.00,0.00,4047.09,0.00,0.00,88351024.00,36438904.00,22064614.00,41803172.00,76730632.00,92544688.00,65013056.00,74513288.00,65265516.00,73176688.00,46341648.00,51945600.00,60027400.00,41652400.00,38923704.00,31744422.00,40558088.00,8171932.00,44243080.00,35050600.00
,313,313,17,217.082581,5.932,0.850388,[M-H]-,,gamma-Glutamylalanine (1),gamma-Glutamylalanine,C8H14N2O5,-1.000,1.897833,217.082581,0.00,0.00,6870.53,0.00,4922.28,4673.39,0.00,521600.66,177710.83,47368.45,131008.03,296931.56,532741.31,268590.66,302484.06,248845.55,81743.10,309097.06,232723.11,275620.16,195241.47,158741.59,217521.34,219327.06,86550.93,124402.71,162902.00
,314,314,6,216.123947,3.042,0.815441,[M-H]-,,Propionyl-Carnitine (1),C03017,C10H19NO4,2.088,0.847224,216.123947,2225.95,0.00,0.00,0.00,4201.16,0.00,0.00,0.00,0.00,6823.11,6855.40,3846.82,0.00,0.00,84759.19,4540.96,0.00,66750.57,31342.93,139060.91,61928.28,14518.66,47050.04,72118.77,9295.77,44471.62,82790.27
,315,315,1,216.124023,3.714,0.807392,[M-H]-,,Propionyl-Carnitine (1),C03017,C10H19NO4,1.416,0.494214,216.124023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6742.87,0.00,0.00,3225.23,0.00,0.00,5974.85,2863.20,6071.74,0.00,49129.64,0.00,3096.34
,316,316,1,216.123764,4.255,0.780057,[M-H]-,,Propionyl-Carnitine (1),C03017,C10H19NO4,0.875,1.694447,216.123764,0.00,0.00,0.00,0.00,0.00,5752.90,0.00,0.00,0.00,3971.09,0.00,0.00,0.00,0.00,32621.46,0.00,0.00,0.00,48898.68,26003.15,53870.85,91666.11,57488.39,40626.31,0.00,86399.81,42004.12
,317,317,1,216.123962,5.147,0.847724,[M-H]-,,Propionyl-Carnitine (1),C03017,C10H19NO4,0.017,0.776622,216.123962,9444.47,0.00,0.00,3729.92,0.00,0.00,6166.90,0.00,0.00,20545.03,24860.90,11410.60,0.00,13030.93,11001.47,33921.61,94112.51,1029065.81,0.00,13895.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,318,318,23,213.016510,2.496,0.813141,[M-H]-,,Deoxyribose 5-phosphate (1),C00673,C5H11O7P,-1.000,2.148954,213.016510,49712.29,139435.56,861016.75,504667.78,224239.53,198762.42,135847.17,90870144.00,76384136.00,61921164.00,102403536.00,107646992.00,84975120.00,79545296.00,92698736.00,80585792.00,93346744.00,95864432.00,96096480.00,93344304.00,90844976.00,86604528.00,85740856.00,90978488.00,58348196.00,95341360.00,85583120.00
,319,319,3,213.016434,5.345,0.769507,[M-H]-,,Deoxyribose 5-phosphate (1),C00673,C5H11O7P,-1.000,2.507113,213.016434,63944.40,232893.09,138256.91,270196.38,166921.44,286144.81,81050.15,4111270.75,2674620.25,1332613.88,2421910.25,1927334.88,2976840.75,3464806.75,2807557.75,3624801.75,3845830.50,1895184.38,2689736.25,1907527.62,3326616.25,2880035.25,2112709.00,1240948.38,1918564.00,2690151.00,2596487.50
,320,320,3,213.015854,6.123,0.628180,[M-H]-,,Deoxyribose 5-phosphate (1),C00673,C5H11O7P,-1.000,5.229122,213.015854,61783.03,12054.72,31587.34,26220.88,110725.49,8823.20,36584.34,490112.84,879381.94,895061.94,1720363.50,493347.72,377205.25,592410.44,501344.50,789169.81,396103.53,227517.05,290125.72,551510.88,259931.38,590090.31,235866.02,222373.58,584941.81,832514.31,182882.55
,321,321,10,213.016235,6.649,0.754496,[M-H]-,,Deoxyribose 5-phosphate (1),C00673,C5H11O7P,-1.000,3.438326,213.016235,32324.42,0.00,0.00,13480.93,10411.59,0.00,9885.60,659302.69,824067.19,634591.75,857996.38,754461.25,827492.06,844495.81,697075.31,947118.38,785917.88,972729.12,684386.88,697758.75,612277.00,774181.25,678261.75,745040.38,570992.50,631670.81,653467.00
g,322,322,11,210.028015,6.664,0.797726,[M-H]-,,Phosphocreatine (1),C02305,C4H10N3O5P,0.964,2.470135,210.028015,330650.69,74580.25,191027.64,112701.94,56610.50,64642.98,44982.38,8365838.50,7022105.00,1800818.62,4120204.75,8832167.00,9236715.00,6808217.50,7020769.50,4010112.50,5814186.00,10613305.00,8002032.50,3552672.00,6966382.50,5871485.50,9068128.00,8446722.00,3774891.50,5784079.50,5216513.50
g,323,323,14,203.082138,5.476,0.791898,[M-H]-,,L-Tryptophan (1),C00078,C11H12N2O2,1.076,2.254076,203.082138,4769.43,0.00,4257.74,0.00,0.00,0.00,0.00,208156.94,616675.12,83296.44,182080.92,1807786.75,400951.56,617238.56,1094169.38,509117.34,1648915.62,983776.94,2141164.25,859311.69,1097084.50,1826911.00,1618297.25,1755839.50,160849.73,1648047.38,2245871.50
,324,324,14,229.012024,1.995,0.838919,[M-H]-,,Ribose-5-Phosphate (1),C00117,C5H11O8P,3.605,0.599659,229.012024,0.00,0.00,0.00,0.00,0.00,3464.93,0.00,1572640.62,1719073.38,1680765.75,2690543.75,1931095.00,1072774.75,1824352.88,1957627.12,2216489.00,1908102.50,1292323.38,1816326.88,1894412.62,2187264.50,1692719.62,1891283.88,1524295.88,2580390.50,1718290.75,1932215.25
g,325,325,26,229.011414,6.643,0.824485,[M-H]-,,Ribose-5-Phosphate (1),C00117,C5H11O8P,1.043,2.065493,229.011414,672317.75,34204.72,792385.88,688987.06,512395.19,655482.06,518691.50,18201340.00,15967536.00,6261005.50,12271046.00,14789712.00,15099865.00,14913656.00,13304043.00,12646194.00,11125351.00,14342546.00,12658958.00,13804236.00,14131163.00,12976244.00,14015709.00,13881859.00,12247944.00,14693990.00,11469666.00
,326,326,1,344.035217,8.008,0.827344,[M-H]-,,cGMP (1),C00942,C10H12N5O7P,-1.000,14.369972,344.035217,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388949.69,69359.02,0.00,0.00,0.00,0.00,206977.48,0.00,0.00,0.00,0.00,0.00,38899.99,0.00,0.00,0.00
,327,327,2,344.035248,8.292,0.594406,[M-H]-,,cGMP (1),C00942,C10H12N5O7P,-1.000,14.281269,344.035248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64641.43,6646.14,0.00,0.00,66453.48,94668.95,18792.70,6666.41,0.00,4385.86,135469.97,13645.24,0.00,21594.53,0.00,0.00,117494.23,0.00,0.00,33890.21
,328,328,13,344.035400,9.113,0.845658,[M-H]-,,cGMP (1),C00942,C10H12N5O7P,-1.000,13.837751,344.035400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426979.50,340006.22,51038.17,94229.77,126327.55,492049.53,371858.19,248967.80,85168.86,269003.62,607994.94,228006.67,37251.02,337476.72,315410.78,441531.56,417654.22,204570.05,338711.28,404863.16
,329,329,6,338.989105,6.660,0.846884,[M-H]-,,Fructose16-bisphosphate (1),C00354,C6H14O12P2,0.660,0.990279,338.989105,0.00,0.00,0.00,8404.71,0.00,0.00,0.00,1014973.31,741377.62,42100.14,316269.62,1694592.00,1034546.56,795064.62,924434.38,349011.66,362498.28,736826.12,701748.50,636369.75,1269425.88,934735.25,428427.88,842467.56,256259.73,1124476.38,812804.81
g,330,330,10,338.988922,7.848,0.764247,[M-H]-,,Fructose16-bisphosphate (1),C00354,C6H14O12P2,1.848,0.450127,338.988922,275476.94,179806.02,3014923.50,2552934.00,1023835.62,1710360.50,1870153.00,35189412.00,16129247.00,1956110.12,3489609.75,13148813.00,18204728.00,16497802.00,16888074.00,8597679.00,15064225.00,26523630.00,22153514.00,1847187.00,18113748.00,16606228.00,24724748.00,22826668.00,8197800.50,17820820.00,13351330.00
,331,331,1,338.988647,10.055,0.673573,[M-H]-,,Fructose16-bisphosphate (1),C00354,C6H14O12P2,4.055,0.360101,338.988647,139265.94,22089.25,205698.08,106337.03,278299.88,352009.38,198937.88,2919559.25,1231920.88,77059.30,267082.00,1879469.25,1530582.75,981778.69,1778923.88,564422.25,1632252.12,4043241.00,1924971.12,177775.12,2132535.50,2661977.50,1152002.50,2113154.25,1319921.75,1344217.50,2416238.50
,332,332,3,337.056549,6.512,0.802308,[M-H]-,,AICAR (1),C04677,C9H15N4O8P,-1.000,3.168960,337.056549,11172.88,0.00,14129.08,38453.59,20906.94,17974.20,9253.35,1895545.25,13231.82,14925.76,13646.31,200662.83,32792.06,37127.45,95666.32,31960.78,80340.53,111108.18,175683.28,0.00,57492.52,71840.61,77203.86,118123.20,14344.03,159962.45,134560.83
,333,333,17,334.901367,5.728,0.847170,[M-H]-,,Selenocystine (1),C05704,C6H12N2O4Se2,-1.000,12.301600,334.901367,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28444.28,61476.84,185576.70,180109.52,41029.40,32755.49,100547.62,137749.45,185263.83,70118.08,48272.97,94764.70,82076.19,184274.75,116734.16,73134.05,73135.41,180999.78,85672.52,168370.03
g,334,334,21,323.028381,6.612,0.817106,[M-H]-,,UMP (1),C00105,C9H13N2O9P,1.012,0.661313,323.028381,1623596.38,251015.78,2805649.25,822611.81,750354.69,905076.38,776232.25,47642496.00,44320472.00,28705558.00,40744032.00,43806044.00,53180216.00,45505304.00,41076072.00,41915272.00,37381692.00,47556512.00,41744520.00,51375008.00,41356740.00,42676880.00,37167088.00,39197376.00,32685126.00,40584424.00,34499756.00
g,335,335,18,322.044800,6.746,0.832796,[M-H]-,,CMP (1),C00055,C9H14N3O8P,1.046,0.663334,322.044800,120674.15,0.00,4791.99,0.00,0.00,0.00,0.00,2586563.75,2006914.50,2934884.00,1313917.50,2769732.00,3025840.25,2557775.25,2392324.00,1694639.62,2033848.50,3507266.50,2596374.75,2164534.25,2369805.25,2183044.25,2148727.50,2618920.00,1233564.12,2354915.25,2044838.00
,336,336,12,321.049316,6.459,0.849612,[M-H]-,,dTMP (1),C00364,C10H15N2O8P,-1.000,0.000000,321.049316,63135.62,0.00,0.00,0.00,0.00,0.00,0.00,320813.91,226265.44,81999.48,206120.08,291870.41,333611.91,306165.72,216837.50,186685.91,155582.48,324420.16,362864.62,217236.12,208466.53,182556.16,310456.78,131966.64,33722.02,130793.57,151540.36
,337,337,1,321.051575,6.904,0.568534,[M-H]-,,dTMP (1),C00364,C10H15N2O8P,-1.000,7.034124,321.051575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33114.13,84161.67,13124.57,29069.06,52933.45,84045.28,35048.16,17946.13,38206.05,63289.98,77009.79,50268.00,76596.16,48360.62,28908.08,39168.54,82052.02,12346.31,54941.24,59078.25
,338,338,4,308.099457,1.628,0.809650,[M-H]-,,N-Acetylneuraminic acid (1),C00270,C11H19NO9,-1.000,2.476283,308.099457,0.00,0.00,0.00,0.00,4943.28,0.00,0.00,1838916.62,975473.88,983235.19,1127466.62,1730129.38,1072193.88,1209370.38,1468111.75,1325782.12,755034.19,1415354.75,288853.91,1319731.38,1684937.88,528673.31,503388.00,1493026.38,696394.06,1426575.75,832716.75
,339,339,20,308.098816,5.970,0.852155,[M-H]-,,N-Acetylneuraminic acid (1),C00270,C11H19NO9,-1.000,0.396205,308.098816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5517667.50,4953790.50,854409.25,2460411.00,4421238.00,4422931.50,3613117.25,4134672.75,2660142.50,3056409.75,5390069.50,6176424.00,3278261.00,3501346.00,3724182.75,5568622.50,4533271.50,1872688.00,3864184.00,3727846.50
,340,340,20,308.098755,6.344,0.834579,[M-H]-,,N-Acetylneuraminic acid (1),C00270,C11H19NO9,-1.000,0.198103,308.098755,149440.14,0.00,75073.09,45513.49,39738.06,58637.57,14469.46,5416798.00,3378647.75,1422095.50,2354649.00,4244799.00,6306815.50,3867226.75,3735035.00,2617027.50,3157779.00,5390884.50,4439529.50,4118288.75,4295482.50,3335726.50,4601124.00,4498874.00,2269428.75,4515720.00,3514790.75
,341,341,11,308.098877,6.825,0.707035,[M-H]-,,N-Acetylneuraminic acid (1),C00270,C11H19NO9,-1.000,0.594308,308.098877,105927.95,39731.59,10287.07,21539.26,9279.50,12074.33,8920.62,2968732.25,3010005.50,1786812.38,3710064.25,3593140.25,2993286.25,3634805.75,3589050.25,3753923.50,3392839.75,3371772.00,3536102.00,5701257.00,3042839.50,3796818.00,3887445.75,3441574.50,3422660.75,3838311.00,3405694.25
,342,342,6,307.035095,5.451,0.829127,[M-H]-,,dUMP (1),C00365,C9H13N2O8P,-1.000,4.572165,307.035095,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109014.77,0.00,0.00,0.00,61311.96,105648.04,113358.45,95298.01,9712.27,122386.07,83750.86,257959.31,44654.96,111824.89,266671.50,367202.72,51782.31,9005.11,171095.86,230978.34
,343,343,23,307.037231,6.139,0.847193,[M-H]-,,dUMP (1),C00365,C9H13N2O8P,-1.000,11.529806,307.037231,175368.67,6301.27,35091.19,77292.38,37722.20,35154.34,43111.66,433392.25,453137.53,47510.28,150914.66,481617.00,425362.88,449195.50,566941.44,437355.09,499517.62,336921.31,467687.75,185148.25,489652.84,475447.41,432612.03,516912.56,344495.09,523584.97,452180.91
,344,344,20,307.030121,8.624,0.852552,[M-H]-,,dUMP (1),C00365,C9H13N2O8P,-1.000,11.629202,307.030121,0.00,0.00,0.00,0.00,0.00,12298.50,0.00,1713009.38,1469157.62,190550.30,654583.62,3259729.50,2002234.75,856221.88,1916555.00,766128.88,1981115.12,2078327.75,3885625.25,1745067.00,2686630.75,2783779.25,2313340.50,2090928.50,462478.91,2180818.25,2375141.25
,345,345,13,306.995056,6.843,0.846777,[M-H]-,,(R)-Mevalonic acid-5-pyrophosphate (1),C01143,C6H14O10P2,-1.000,12.723985,306.995056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167949.52,136739.83,49970.37,153838.00,35135.58,57380.87,115888.01,30066.22,73858.44,65511.30,131182.86,78513.16,137634.34,79391.05,59547.27,102286.57,55647.41,194649.42,31727.77,38293.30
g,346,346,0,306.076752,6.497,0.213324,[M-H]-,,Glutathione (1),C00051,C10H17N3O6S,0.997,0.697940,306.076752,257843888.00,35238952.00,135467392.00,138988592.00,79379064.00,94761136.00,97793688.00,583903744.00,500688832.00,85345848.00,110192432.00,511019840.00,868909504.00,538331456.00,423773024.00,308683328.00,422072160.00,799226944.00,576336192.00,208479536.00,516748448.00,438388544.00,717773888.00,722979584.00,356441888.00,466074112.00,588874176.00
,347,347,17,306.076721,7.211,0.747424,[M-H]-,,Glutathione (1),C00051,C10H17N3O6S,1.711,0.598234,306.076721,9303462.00,6425755.00,38100568.00,70769824.00,14490305.00,0.00,10125155.00,294448896.00,223182800.00,33728692.00,30795592.00,196852576.00,339951968.00,209740192.00,164794384.00,140547616.00,151487344.00,325365792.00,242005760.00,117935464.00,224961984.00,184514128.00,304876416.00,316674112.00,169265264.00,188744032.00,258144416.00
g,348,348,19,259.022522,6.817,0.816629,[M-H]-,,Fructose-6-phosphate (1),C00085,C6H13O9P,1.117,0.235637,259.022522,2075137.62,821880.06,2296600.00,1829069.50,1590596.88,1753094.88,1468147.62,90921400.00,76111024.00,30319968.00,58435992.00,78070072.00,85664144.00,78671024.00,70350752.00,62659780.00,64578660.00,86235960.00,67846048.00,65992156.00,71072728.00,64899376.00,70979544.00,72537576.00,54663816.00,65147304.00,57716776.00
,349,349,1,259.022339,12.367,0.529736,[M-H]-,,Fructose-6-phosphate (1),C00085,C6H13O9P,6.667,0.471273,259.022339,19849.50,20112.45,16077.60,14794.55,10823.38,12223.68,8489.02,269636.50,180975.72,67986.86,565346.12,365180.34,365391.25,220869.22,191903.12,159815.92,89154.20,452231.81,279821.06,279277.47,305683.66,189069.36,166972.81,243610.30,136682.80,193599.41,102981.70
,350,350,4,296.078796,5.368,0.851012,[M-H]-,,Methylthioadenosine (1),C00170,C11H15N5O3S,4.318,11.750126,296.078796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74642.08,259205.81,97722.80,0.00,8788.06,36826.57,46533.02,76753.47,12895.10,0.00,0.00,0.00,134015.34,0.00,0.00,0.00,66056.58,0.00
,351,351,1,296.082397,8.596,0.838568,[M-H]-,,Methylthioadenosine (1),C00170,C11H15N5O3S,7.546,0.412285,296.082397,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247296.73,16285.85,0.00,0.00,10921.47,123868.59,54418.35,47996.88,15805.63,0.00,46849.31,31118.56,20928.27,25577.55,39643.75,0.00,0.00,8965.27,16512.75,10361.29
,352,352,1,289.036438,1.801,0.691469,[M-H]-,,Sedoheptulose 7-phosphate (1),C05382,C7H15O10P,-1.000,11.825530,289.036438,0.00,3049.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34077.80,22146.08,0.00,0.00,0.00,213358.95,5952.28,3344.63,0.00,0.00,0.00,0.00,3840.18,0.00,0.00,0.00,0.00,0.00
,353,353,20,289.032684,6.802,0.847036,[M-H]-,,Sedoheptulose 7-phosphate (1),C05382,C7H15O10P,-1.000,1.161436,289.032684,29537.29,0.00,35488.33,11616.22,7828.33,0.00,9840.07,6716544.00,5025746.00,2384512.25,3303215.50,5893681.00,5226901.00,4939182.00,4267135.00,4135150.50,4017783.50,6077558.50,4603265.50,3938149.25,4549187.50,4134822.25,4833612.00,5033537.00,2843250.75,4455879.50,3784862.50
,354,354,5,288.119965,5.981,0.833593,[M-H]-,,gamma-Glu-alpha-aminobutyryl-gly (1),gamma-Glu-alpha-aminobutyryl-gly,C11H19N3O6,0.551,0.529598,288.119965,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271224.97,100102.84,22440.21,63982.96,151631.70,210002.66,110489.86,229480.86,96497.11,64297.26,123789.44,92011.81,46690.52,57484.84,29091.21,77870.42,38666.47,0.00,15434.12,43578.19
g,355,355,12,288.119995,6.461,0.809994,[M-H]-,,gamma-Glu-alpha-aminobutyryl-gly (1),gamma-Glu-alpha-aminobutyryl-gly,C11H19N3O6,1.031,0.423679,288.119995,25080.62,6634.91,0.00,0.00,0.00,0.00,0.00,2037431.12,1569248.62,1086958.25,1466366.75,1914891.62,2253042.50,1957227.75,1654369.88,1437002.00,1385871.50,2113767.00,1798998.75,2639047.00,1527103.25,1257520.75,1807248.12,1802157.38,1258922.75,1728494.38,1384576.25
g,356,356,6,282.084564,5.402,0.788811,[M-H]-,,Guanosine (1),C00387,C10H13N5O5,1.102,0.649116,282.084564,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322683.62,101599.69,44131.77,45908.87,130194.61,135749.95,164022.67,103026.66,104691.62,123532.82,294626.53,152884.75,99669.65,149747.97,153158.95,138354.11,142902.41,45489.71,96657.23,154511.05
,357,357,2,275.014160,2.247,0.778674,[M-H]-,,6-Phosphogluconate (1),C00345,C6H13O10P,-1.000,11.651430,275.014160,0.00,0.00,0.00,4286.75,0.00,0.00,0.00,14783.86,73037.21,101778.52,115276.20,84766.45,63951.02,10697.18,60622.38,122878.34,99621.98,29703.00,27476.73,91666.73,176579.75,64172.20,53924.25,145477.69,117957.29,43797.48,60713.06
,358,358,5,275.020996,6.441,0.822753,[M-H]-,,6-Phosphogluconate (1),C00345,C6H13O10P,-1.000,13.204954,275.020996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294955.31,145995.55,0.00,0.00,920372.88,1124638.88,303964.12,718865.69,112766.96,929813.00,2034913.88,1042848.62,0.00,879330.56,1019888.88,959021.12,1290747.75,0.00,838409.44,1112935.88
,359,359,13,275.017731,7.294,0.775919,[M-H]-,,6-Phosphogluconate (1),C00345,C6H13O10P,-1.000,1.331592,275.017731,91718.16,0.00,99327.08,233384.66,12396.82,58134.53,83976.70,10787366.00,4041374.50,129000.91,223242.02,8299002.00,10800022.00,3982440.00,5792716.00,1682506.00,4443265.00,21814200.00,9342249.00,351258.97,5785976.50,4142297.50,15328366.00,11909972.00,2167826.75,4127673.50,6275410.00
,360,360,14,275.017761,7.291,0.742155,[M-H]-,,6-Phosphogluconic acid (1),C00345,C6H13O10P,1.491,1.442558,275.017761,91718.16,0.00,532375.44,407378.16,12396.82,235006.17,283184.75,25301000.00,14416237.00,403747.38,967776.88,15821474.00,21532310.00,12332432.00,15162643.00,6851423.00,12421735.00,26908748.00,19962420.00,621178.62,14600682.00,11425576.00,24831702.00,23798638.00,8808816.00,12787386.00,12318406.00
